 Entire Q0 Matrix
    0.0000E+00    0.1000E+02    0.2000E+02    0.1503E+02    0.1806E+02    0.2502E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.1000E+02    0.0000E+00    0.1000E+02    0.1806E+02    0.1503E+02    0.1806E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.2000E+02    0.1000E+02    0.0000E+00    0.2502E+02    0.1806E+02    0.1503E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.1503E+02    0.1806E+02    0.2502E+02    0.0000E+00    0.1000E+02    0.2000E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.1806E+02    0.1503E+02    0.1806E+02    0.1000E+02    0.0000E+00    0.1000E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.2502E+02    0.1806E+02    0.1503E+02    0.2000E+02    0.1000E+02    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.1000E+02    0.2000E+02    0.5099E+01    0.1122E+02    0.2064E+02
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.1000E+02    0.0000E+00    0.1000E+02    0.1122E+02    0.5099E+01    0.1122E+02
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.2000E+02    0.1000E+02    0.0000E+00    0.2064E+02    0.1122E+02    0.5099E+01
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.5099E+01    0.1122E+02    0.2064E+02    0.0000E+00    0.1000E+02    0.2000E+02
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.1122E+02    0.5099E+01    0.1122E+02    0.1000E+02    0.0000E+00    0.1000E+02
    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.2064E+02    0.1122E+02    0.5099E+01    0.2000E+02    0.1000E+02    0.0000E+00
