   2.2969109e-03   4.3720784e-03   4.3670660e-03   4.5404381e-03   2.6808943e-03   3.5899363e-03   4.5636491e-03   3.8387268e-03   8.7024635e-04   8.0134761e-04   8.8891609e-04   9.6101637e-04   3.3326309e-04   1.0852408e-04   1.7030812e-04   1.5878921e-04   1.3916921e-04   1.2149889e-04   6.8126854e-04   4.8675490e-04   9.1829367e-04
   2.7633398e-03   2.8354787e-03   2.7243568e-03   2.6559843e-03   1.4216920e-03   5.6907356e-03   3.9933161e-03   2.3349996e-03   9.7802361e-04   3.6413590e-04   1.1900978e-03   8.9097800e-04   3.2445453e-04   1.5744096e-04   1.3335168e-04   1.5973722e-04   7.3816512e-05   1.4223776e-04   2.3394824e-04   4.6289202e-04   1.9665347e-03
   1.5350383e-03   2.9370135e-03   2.2683434e-03   3.7618806e-03   1.3594292e-03   5.6816623e-03   2.0271263e-03   6.4111940e-04   5.3633115e-04   4.8784255e-04   1.2166045e-03   5.3396843e-04   2.4787894e-04   1.4493973e-04   4.0942544e-04   2.7942054e-04   3.1098403e-04   5.9206340e-04   6.9162960e-04   1.0117300e-03   6.2709705e-03
   1.8233844e-03   1.8353195e-03   1.4400313e-03   1.0071906e-03   1.0699761e-03   1.4564402e-03   7.5444551e-04   3.4326174e-04   7.3472289e-04   4.5893270e-04   8.1221366e-04   6.9082501e-04   1.6592072e-04   1.5318409e-04   3.1345227e-04   2.5207482e-04   4.1997252e-04   6.1820734e-04   5.2198410e-04   1.0809391e-03   6.9307530e-03
   3.1321895e-03   3.9750959e-03   2.6690196e-03   2.6018505e-03   2.5774706e-03   1.4053507e-03   4.9391897e-04   5.1827966e-04   6.7784455e-04   2.0802085e-04   2.4292208e-04   2.4841259e-04   6.0681590e-05   9.4240197e-05   3.1127382e-04   8.1976665e-05   1.2481058e-04   1.7664563e-04   1.0233361e-03   9.6857519e-04   5.2561915e-03
   3.8096613e-03   2.5725187e-03   1.8015155e-03   1.7140258e-03   6.2800522e-03   3.9705650e-03   1.3137452e-03   1.9428341e-03   2.2356502e-03   6.4442337e-04   1.0786487e-03   8.8574977e-04   1.7072396e-04   1.3407942e-04   3.7795416e-04   2.4282996e-04   2.5465473e-04   5.3271257e-04   1.6153600e-03   1.3932060e-03   4.0497378e-03
   4.0084688e-03   4.6460639e-03   4.0300243e-03   4.5075452e-03   2.4529328e-03   3.1852497e-03   8.3017564e-04   4.1575283e-03   3.7963560e-03   3.6124614e-03   5.4138041e-03   1.3796399e-03   6.0406530e-04   1.0036625e-03   7.2585128e-04   8.4388025e-04   6.6031427e-04   8.0948920e-04   3.7163093e-03   5.5580397e-03   1.0514619e-02
   5.2222169e-03   9.3229770e-03   4.1379540e-03   3.5839381e-03   3.4861751e-03   5.0034733e-03   4.2468683e-03   1.9138926e-03   4.2393504e-03   5.5267144e-03   2.7229055e-03   8.7111416e-04   6.6652572e-04   6.7995475e-04   5.0343968e-04   1.1022311e-03   1.4333637e-03   1.3736255e-03   6.3572208e-03   4.9013936e-03   6.8024052e-03
   8.5664111e-03   1.3218909e-02   1.2365951e-02   8.8072281e-03   1.1260760e-02   9.5330257e-03   1.1332396e-02   1.0603245e-03   1.2430031e-03   3.5621805e-03   4.6639515e-03   7.9362013e-04   1.0274766e-03   1.0126394e-03   4.9304951e-04   1.5736043e-03   2.3415987e-03   1.2259577e-03   8.5766061e-03   6.4296724e-03   1.0417384e-02
   5.2453744e-03   4.1596489e-03   1.0352559e-02   8.4043897e-03   5.0823360e-03   9.9922842e-03   1.0103774e-02   3.7534815e-03   2.0332211e-03   8.6155227e-03   4.8689700e-03   6.9154288e-04   6.7259493e-04   5.6380911e-04   1.3230467e-04   1.3210539e-03   3.5610465e-04   4.3437122e-04   2.1265056e-03   1.9479359e-03   3.5346653e-03
   3.8293521e-03   1.0419717e-02   6.7298984e-03   4.3679115e-03   4.6416720e-03   2.6869715e-03   3.8896005e-03   1.4172308e-03   1.8936131e-03   5.6097929e-03   1.1175088e-03   7.1806126e-04   2.7420447e-04   9.2118687e-04   9.1307947e-04   1.8554804e-03   1.8728408e-03   2.7769112e-03   4.8688943e-03   6.8457925e-03   7.7856814e-03
   5.3215571e-03   8.1598226e-03   5.2494287e-03   7.7015858e-03   2.2595045e-02   1.3392265e-02   4.6798532e-03   2.2241866e-03   4.3470927e-03   2.4444402e-03   5.8232898e-04   7.3024254e-04   2.9227876e-04   6.7457599e-04   1.5796839e-03   1.7096234e-03   1.0248609e-03   9.8708784e-04   2.0498519e-03   4.7705761e-03   3.6178597e-03
   4.2600229e-03   7.2802383e-03   1.3003605e-02   1.2233996e-02   4.8001674e-02   8.0069328e-03   8.9492370e-03   3.5666489e-03   3.3407061e-03   1.9245778e-03   6.4836583e-04   3.2739145e-04   2.9513228e-04   1.0593909e-03   2.2416164e-03   1.0752599e-03   5.5838714e-04   9.6652235e-04   1.3463468e-03   1.6684666e-03   3.0321843e-03
   4.3278797e-03   6.9590924e-03   6.8422243e-03   2.6432069e-02   3.7142630e-02   6.6125739e-03   7.2632875e-03   3.4463974e-03   1.4845411e-03   1.1377878e-03   5.8037686e-04   2.9591886e-04   2.0355200e-04   2.9007375e-04   7.2880025e-04   1.2380131e-03   5.8250100e-04   9.4461898e-04   2.9500217e-03   2.4727111e-03   1.7942333e-03
   7.2455919e-03   1.3704016e-02   1.9100001e-02   1.2284738e-02   1.2414509e-02   2.9504321e-03   2.0605389e-03   1.4529019e-03   1.1734721e-03   7.1221352e-04   1.9043862e-04   3.0623543e-04   1.6000907e-04   4.2802549e-04   3.2950004e-04   4.9948638e-04   3.2214173e-04   9.1055372e-04   2.0208083e-03   4.2214877e-03   2.5843117e-03
   5.4272890e-03   7.0806962e-03   5.7395090e-03   2.9532365e-03   3.6763737e-03   1.2379518e-03   1.3095514e-03   1.0182223e-03   1.0106120e-03   5.7562565e-04   3.3287952e-04   2.1133387e-04   1.3021128e-04   2.5838709e-04   3.6720394e-04   7.8983271e-04   3.1965878e-04   4.2153644e-04   2.3567439e-03   4.1580452e-03   3.5031019e-03
   8.1937291e-03   1.1433539e-02   1.0929423e-02   4.1542512e-03   7.2788462e-03   2.9806882e-03   2.2907690e-03   2.0948068e-03   1.1085107e-03   3.7946552e-04   6.6087031e-04   3.4802136e-04   1.5831547e-04   7.6490105e-05   9.4995058e-05   2.4676826e-04   2.9313493e-04   2.6955897e-04   7.1799462e-04   2.1817053e-03   1.5593848e-03
   1.5882207e-03   3.1257863e-03   1.2020490e-02   2.5302197e-03   4.5760451e-03   4.3989581e-03   1.7421190e-03   2.1464202e-03   1.3347141e-03   1.5455364e-03   1.0130128e-03   6.9137216e-04   2.9130954e-04   4.4535148e-04   2.2304108e-04   3.4743744e-04   5.0517844e-04   1.7430298e-04   1.2528762e-03   3.6789706e-03   7.2674325e-04
   5.1721045e-03   6.2647197e-03   1.2063021e-02   5.2374902e-03   8.7215590e-03   6.8999388e-03   4.3992932e-03   8.6446132e-03   1.1846130e-03   1.1114201e-03   8.0029352e-04   7.7002414e-04   2.5380786e-04   1.6946855e-04   1.9621173e-04   3.3858500e-04   1.2152866e-03   3.1811785e-04   6.4469289e-04   2.1231036e-03   1.0917424e-03
