1 1.2471 1 4.4588 1.2471 2.2353 1.4941 1.9882 2.4824 1.4941 1.2471 1.2471 1.7412 1.2471 4.9529 1.2471 1 1.4941 1.4941 1.4941 1.2471 1.2471 1.2471 1.7412 1.4941 1 1.4941 2.2353 1 1.2471 1.2471 3.2235 1.4941 1.4941 1.7412 1.2471 1.2471 1.7412 1.4941 1.2471 1 1.2471 1 2.2353 2.2353 2.7294 1.4941 1.9882 1 2.7294 1.2471 1 1.2471 1 1.7412 1 2.2353 2.9765 1.4941 1.2471 1.4941 1.2471 2.4824 1.4941 1.4941 1 1.4941 1.7412 1.9882 1.2471 1.2471 1.7412 1.2471 1.2471 2.2353 2.4824 1.7412 1.2471 1.4941 2.2353 1.2471 1.2471 1.9882 1.4941 1.2471 1.2471 1.2471 1.9882 2.7294 1 1 1 2.2353 1 1.9882 1.2471 1.7412 1.7412 1.4941 3.4706 1.2471 1.2471 2.2353 1.4941 2.7294 1.4941 1.2471 1.2471 1.2471 1.4941 1.7412 1.9882 1 1 3.2235 1.7412 1 2.2353 1.9882 1.2471 1.4941 1.9882 1.4941 1.7412 1.4941 1.2471 2.9765 1.7412 1.7412 1 1 2.2353 1.4941 1 2.7294 1.4941 1 1.2471 1.2471 1.9882 2.9765 1.4941 1 2.7294 2.4824 1.9882 2.2353 1.2471 1.2471 2.4824 1.9882 1 1.9882 1.9882 1.9882 3.9647 1.2471 1.7412 2.4824 1.9882 1.4941 1 1 2.2353 1.7412 1.2471 1.4941 1.4941 2.2353 1.2471 3.7176 1.4941 1.2471 3.2235 1.2471 1.2471 1.2471 3.2235 2.4824 2.9765 1.9882 1 2.4824 1.2471 1.7412 3.7176 1.9882 1.4941 1 2.9765 1 1 1 1 1 1.2471 1.4941 1.2471 1.2471 1 1.4941 1 2.7294 1.9882 1.2471 3.7176 1 2.4824 1.4941 1.2471 1.9882 3.9647 1 1 1.4941 1.2471 1 1.7412 1.9882 2.2353 1.2471 1.4941 1.9882 1 1.2471 2.9765 1 1 1.2471 1.4941 1 1.2471 1 3.7176 1.2471 1 1.7412 1 1.2471 1.9882
1 1.2471 1.4941 8.6588 4.9529 6.4353 3.7176 8.9059 9.8941 15.082 12.365 9.4 6.9294 3.7176 1 6.6824 3.2235 1 1.7412 3.7176 4.9529 7.4235 6.6824 2.2353 1.2471 3.7176 1.2471 1.7412 1 5.2 4.9529 1.4941 2.2353 1.9882 1.2471 1.4941 1.2471 1 1.2471 1.4941 3.4706 1 1 3.4706 4.7059 2.7294 4.9529 3.9647 1.9882 1 5.2 2.4824 1 3.4706 1 1.7412 5.6941 3.2235 8.9059 10.882 6.9294 5.9412 6.1882 4.7059 1.9882 4.4588 8.6588 7.1765 4.7059 4.9529 5.6941 8.1647 5.4471 6.9294 4.7059 8.4118 7.6706 3.2235 8.4118 9.6471 9.6471 4.7059 1.2471 11.624 8.4118 3.4706 1.7412 4.9529 3.9647 6.1882 3.2235 4.9529 4.7059 9.8941 9.6471 7.6706 3.9647 4.2118 3.2235 4.7059 3.4706 5.6941 3.4706 2.9765 4.9529 6.1882 4.9529 4.9529 5.6941 3.7176 1.9882 3.7176 6.6824 1.4941 2.9765 4.4588 5.6941 3.4706 1 4.4588 3.7176 6.9294 4.7059 3.9647 4.9529 1.9882 1.7412 4.2118 4.7059 3.9647 2.7294 3.4706 5.4471 3.4706 2.2353 2.9765 2.4824 3.9647 2.4824 1.7412 3.9647 7.4235 8.1647 3.2235 3.2235 7.4235 9.1529 6.6824 3.9647 3.7176 5.9412 10.141 11.129 4.4588 2.2353 6.9294 8.6588 6.6824 5.4471 7.9176 11.129 11.624 7.9176 5.2 4.4588 4.9529 6.9294 7.1765 2.9765 6.4353 3.9647 4.9529 5.9412 2.2353 3.2235 6.6824 7.6706 7.1765 3.4706 3.7176 5.4471 5.4471 5.6941 2.2353 4.2118 11.624 10.388 10.635 6.9294 7.6706 9.6471 8.9059 10.635 11.376 7.1765 1.9882 4.2118 6.1882 5.9412 3.9647 2.9765 3.4706 2.9765 2.9765 6.4353 10.882 4.7059 3.9647 6.1882 4.7059 5.4471 1 3.9647 3.2235 4.2118 1.7412 4.2118 2.2353 3.2235 5.4471 4.7059 4.4588 6.1882 6.6824 10.882 7.4235 5.4471 6.6824 2.9765 4.7059 8.9059 1.7412 7.6706 8.4118 5.2 14.094 9.8941 3.7176 2.2353 1.7412
2.7294 3.9647 11.129 14.835 8.9059 7.4235 3.2235 14.588 15.576 15.329 13.106 16.565 10.141 12.118 5.6941 5.6941 5.4471 2.9765 8.4118 7.6706 4.2118 8.6588 8.4118 3.9647 1 1 3.9647 3.2235 12.118 6.9294 9.1529 8.4118 14.094 9.4 1.4941 1 1.7412 1.4941 1.2471 1.2471 16.812 14.835 1.2471 6.1882 22 18.047 22.494 10.141 2.2353 7.4235 1 6.9294 17.059 8.6588 3.7176 13.106 11.624 9.8941 9.6471 13.6 6.1882 5.9412 23.729 23.729 8.6588 1.4941 8.4118 12.859 12.859 17.8 14.341 9.1529 6.9294 6.6824 14.588 10.882 10.141 13.106 12.859 21.012 27.929 16.812 9.4 14.341 22.741 27.435 12.612 12.118 22.494 21.506 11.624 11.129 13.6 25.212 27.435 24.471 19.282 19.282 17.8 15.082 11.129 11.376 7.4235 11.129 13.6 9.8941 7.9176 14.341 16.071 7.6706 2.2353 8.4118 6.6824 1.9882 3.9647 5.4471 9.8941 9.4 6.6824 12.859 11.376 13.847 8.1647 6.4353 11.624 10.388 6.4353 5.4471 8.6588 7.6706 4.9529 5.4471 11.871 11.376 10.388 14.835 11.129 10.635 9.8941 13.106 11.376 6.6824 8.4118 7.6706 4.4588 7.6706 9.4 12.859 12.859 10.882 13.353 20.518 22 13.6 12.859 14.094 17.8 21.753 17.306 11.871 16.071 16.071 11.129 10.388 10.635 7.9176 9.1529 11.624 12.365 22.741 14.588 14.341 28.424 24.224 8.9059 9.1529 11.376 12.118 11.376 13.847 18.047 14.835 13.106 12.118 9.8941 4.7059 8.4118 17.306 16.318 23.729 28.918 27.929 31.882 28.424 24.471 15.824 11.376 9.4 13.353 15.329 13.847 10.635 5.4471 6.4353 11.624 23.729 18.788 5.4471 11.376 12.365 19.529 10.388 11.376 4.2118 7.1765 8.1647 11.871 6.4353 6.4353 9.8941 10.141 8.6588 8.1647 8.6588 12.612 12.612 13.353 19.035 15.824 15.329 24.718 16.812 6.1882 20.518 7.1765 8.1647 7.6706 5.9412 2.4824 1
1.4941 2.2353 11.376 14.588 16.318 18.047 12.612 20.271 21.012 16.071 10.635 15.082 12.118 20.271 22 19.776 11.624 10.388 18.047 12.118 5.4471 12.118 14.835 16.812 19.282 8.4118 14.588 9.4 21.012 17.059 14.835 20.271 14.341 11.871 7.6706 7.6706 4.9529 2.2353 2.9765 12.859 14.588 26.447 17.553 12.365 25.459 20.518 24.471 29.165 9.6471 5.6941 7.6706 4.9529 6.4353 19.035 24.718 35.341 33.612 21.506 16.318 16.565 7.6706 6.6824 30.647 42.012 31.882 12.859 15.824 20.518 5.9412 4.2118 17.306 26.447 12.118 11.376 22.741 10.141 6.6824 10.882 5.9412 14.835 9.4 34.847 34.6 14.835 16.812 15.082 26.941 25.459 3.9647 17.8 29.412 10.141 4.2118 1.7412 28.424 40.529 28.671 22.988 17.553 15.082 15.824 19.035 11.871 11.376 9.8941 13.847 14.341 12.365 9.8941 11.624 10.141 12.612 15.082 7.4235 1.9882 1.4941 16.812 26.2 16.318 9.8941 17.306 14.835 17.8 17.553 11.624 13.6 14.588 4.2118 6.1882 7.4235 4.2118 5.2 15.576 12.612 8.6588 13.353 21.012 22.741 23.976 28.671 22.741 9.6471 10.141 16.071 11.129 7.4235 7.1765 17.8 20.271 16.812 16.071 21.012 19.282 8.1647 15.824 20.765 17.306 20.024 26.447 33.365 30.4 26.694 21.012 22.494 22.494 14.341 12.365 17.553 16.565 11.871 15.082 21.506 28.424 28.424 19.776 13.106 15.082 15.576 16.565 17.8 20.765 17.8 20.765 25.706 24.965 19.282 15.824 20.024 29.412 28.424 15.082 23.729 29.659 20.024 17.553 13.6 15.329 14.341 19.282 20.765 18.541 14.588 14.835 12.118 4.4588 22.741 29.906 12.118 11.376 10.141 21.259 19.035 18.788 11.624 11.871 12.859 17.306 12.859 12.859 12.859 12.612 12.365 14.835 19.776 22 18.294 5.2 13.6 18.788 4.9529 15.082 25.953 20.271 40.282 16.318 7.4235 4.2118 2.2353 1.4941 2.2353
3.7176 5.2 14.588 17.8 20.271 17.553 13.106 17.306 16.565 24.224 20.518 17.306 15.329 10.635 15.329 19.035 22.741 11.624 11.376 10.635 15.329 22.247 18.047 18.788 17.8 11.376 11.129 13.847 7.1765 18.047 11.871 20.271 9.6471 12.118 21.259 31.882 33.612 25.212 8.4118 13.106 2.7294 14.341 27.435 16.318 14.094 12.612 17.306 40.776 26.941 13.6 18.788 22.988 10.635 5.6941 3.2235 15.329 30.153 7.4235 6.6824 9.4 7.4235 4.4588 17.059 34.6 28.918 25.212 7.9176 16.318 15.082 16.812 40.035 32.871 7.4235 4.4588 7.6706 10.141 13.847 9.8941 14.588 23.976 19.035 21.012 33.118 24.718 25.706 15.824 21.012 35.835 23.976 26.2 15.329 20.271 14.588 25.706 21.259 19.282 17.306 17.553 16.071 12.365 6.4353 8.1647 6.6824 10.388 9.6471 6.4353 9.1529 13.353 10.141 12.118 10.635 14.094 10.388 7.6706 4.7059 3.9647 16.071 25.953 21.506 19.529 10.141 16.071 11.376 11.129 22.247 20.024 10.388 13.106 17.306 17.8 10.141 7.6706 18.047 14.835 14.588 20.024 12.612 20.271 20.518 18.788 16.071 10.635 9.6471 11.624 13.106 10.141 10.141 20.518 19.282 16.318 16.812 19.282 16.812 20.271 26.447 23.235 18.047 20.765 20.765 19.776 21.506 20.518 20.024 26.941 30.4 22.741 17.306 18.788 19.529 19.035 16.812 15.824 17.553 23.976 23.976 7.4235 12.118 15.329 16.812 9.6471 7.1765 4.2118 7.9176 11.376 22 15.576 14.835 21.506 22.247 20.271 14.588 15.824 20.024 19.035 17.553 4.7059 7.6706 7.4235 10.141 11.376 10.635 7.6706 16.565 19.282 6.6824 20.518 29.659 14.094 17.059 8.4118 12.859 17.8 18.047 21.259 17.059 12.859 13.847 15.082 18.541 15.576 12.612 12.612 16.318 23.729 26.941 26.941 9.6471 20.518 32.376 6.6824 8.1647 24.224 23.976 41.024 34.106 38.8 28.671 15.329 4.9529 1.2471
1.7412 3.2235 12.859 18.788 21.259 12.365 12.612 15.824 11.129 19.529 22 18.294 10.882 3.2235 13.6 21.506 14.835 5.2 8.6588 13.106 15.082 13.353 8.9059 16.071 11.129 3.9647 2.7294 14.588 8.4118 17.8 22.247 20.518 20.024 12.859 11.129 17.306 19.282 19.282 11.871 22 7.6706 2.4824 8.6588 17.059 8.9059 6.6824 15.082 21.506 32.376 35.835 26.2 18.294 4.9529 2.9765 2.9765 2.9765 18.788 12.118 7.1765 14.094 17.553 7.9176 13.6 8.6588 21.012 26.2 22.988 18.047 22 22 16.565 17.553 10.882 14.341 16.565 12.118 18.541 18.541 13.6 6.1882 8.1647 9.6471 11.871 20.518 11.129 5.6941 9.1529 6.4353 12.365 11.376 11.624 11.624 18.047 17.059 19.035 13.847 12.612 12.859 7.1765 7.1765 11.376 15.576 9.6471 5.4471 6.6824 7.6706 10.635 9.8941 7.1765 19.776 20.024 17.059 14.094 7.1765 1.9882 5.4471 13.847 16.318 13.353 14.835 22.494 9.6471 5.2 9.6471 12.859 11.871 6.9294 4.2118 16.565 21.506 17.553 17.8 25.706 18.294 18.541 18.294 21.012 24.471 21.259 14.588 15.329 17.8 14.341 10.141 11.624 17.8 18.541 22.494 14.835 13.353 17.306 21.012 19.035 22.247 15.329 16.565 21.753 17.306 11.376 10.882 10.882 14.094 17.306 25.459 31.635 27.188 19.035 12.859 12.612 9.4 8.6588 14.341 6.6824 21.506 41.024 17.059 6.4353 13.6 19.282 10.141 8.4118 7.4235 7.1765 2.4824 4.2118 13.106 8.1647 16.812 21.259 17.8 20.024 20.271 13.6 29.659 37.565 16.812 16.318 13.847 10.882 6.1882 13.106 6.9294 13.106 21.259 16.812 24.224 30.4 27.188 18.541 10.388 10.635 11.871 7.9176 16.565 14.341 13.353 16.071 16.071 18.541 15.082 14.588 17.306 18.047 21.753 19.776 28.671 14.341 17.8 33.365 22.494 20.765 14.341 16.812 42.506 46.706 50.659 44.729 33.365 14.341 1.2471
4.2118 5.4471 9.8941 19.282 23.976 12.612 12.365 4.4588 16.812 15.824 23.729 30.153 18.788 13.353 9.8941 13.6 20.271 5.4471 4.4588 9.4 15.329 17.8 11.624 9.4 19.529 6.6824 1.4941 3.2235 14.094 14.835 17.306 8.1647 12.365 13.353 15.082 21.259 13.6 14.341 19.529 28.176 17.8 8.6588 8.1647 19.776 12.859 16.071 18.047 3.4706 12.365 17.059 30.153 35.588 27.188 26.447 11.624 5.4471 1.4941 19.035 22 30.153 35.588 31.141 39.294 20.271 34.6 38.8 22.741 17.306 16.071 2.9765 12.118 28.918 21.506 11.871 15.329 21.012 29.165 17.059 6.4353 7.1765 5.4471 2.4824 11.376 22.247 11.624 13.106 9.4 9.8941 10.141 11.129 11.129 8.4118 6.6824 1.7412 3.9647 4.2118 19.282 28.424 21.506 18.294 21.753 20.271 14.835 14.341 16.071 12.118 11.871 11.624 2.9765 7.9176 12.118 23.729 13.6 12.365 9.1529 8.9059 7.4235 5.2 8.4118 12.118 18.788 11.624 10.882 13.6 14.094 13.6 14.094 19.529 10.882 18.541 15.329 18.047 26.2 20.024 26.694 24.471 18.541 19.529 22.494 17.8 15.082 19.035 17.8 15.576 16.318 26.2 23.729 24.965 17.553 13.847 15.576 22 16.318 31.141 23.235 19.035 22 21.506 22 14.094 16.071 13.847 10.141 13.847 20.518 22.494 19.776 13.6 9.6471 10.141 9.1529 16.071 13.353 13.353 29.412 33.612 11.376 11.871 18.047 11.624 11.376 10.882 11.129 4.9529 8.4118 9.6471 5.6941 10.141 8.9059 15.576 29.412 33.612 11.871 18.047 27.188 11.129 15.576 23.235 27.929 18.541 13.847 10.882 18.047 24.965 20.518 17.306 14.094 20.518 23.235 19.035 23.235 18.047 12.612 11.376 13.106 22.494 15.576 10.635 8.1647 5.2 10.141 17.059 15.824 17.306 21.506 30.4 20.271 18.541 32.376 34.847 34.353 9.8941 3.9647 28.918 37.071 39.294 40.776 34.847 14.094 1.2471
1 7.1765 11.376 21.753 28.176 18.541 21.506 6.9294 13.106 8.6588 13.353 26.447 24.965 25.953 7.4235 17.306 33.859 22.988 18.294 13.6 12.365 19.776 21.259 17.553 7.4235 11.376 5.6941 1.2471 11.871 16.565 7.6706 5.6941 3.4706 8.4118 13.847 25.953 15.576 15.576 22.247 20.024 6.6824 8.9059 18.047 12.118 8.4118 26.941 12.859 2.4824 15.082 16.071 4.9529 19.282 35.094 33.365 16.318 9.8941 13.353 29.165 47.2 44.976 42.012 40.529 39.541 28.671 23.235 35.341 40.282 10.882 1.4941 4.2118 1.4941 21.012 46.459 41.024 23.482 16.812 18.788 6.6824 9.6471 3.2235 2.9765 2.2353 10.388 16.565 14.094 7.1765 9.6471 10.882 12.365 11.624 8.1647 10.388 8.9059 7.9176 3.4706 1.9882 10.388 27.435 19.035 13.106 14.341 11.129 6.1882 9.4 10.882 4.9529 2.7294 5.9412 2.9765 6.9294 5.4471 15.824 15.824 17.8 12.118 8.6588 8.4118 11.129 14.588 9.1529 6.1882 8.9059 11.129 11.129 12.612 11.871 9.8941 15.576 14.588 22 17.059 17.306 21.012 13.353 22.988 18.047 17.306 22.741 34.353 27.435 15.329 17.8 19.529 18.788 20.024 27.435 21.259 26.941 25.953 20.024 16.565 24.965 22 32.871 23.976 20.765 21.259 24.224 35.588 29.165 24.718 15.576 6.1882 7.4235 14.341 19.529 21.506 18.294 9.8941 13.6 18.788 14.588 13.6 13.6 8.6588 14.341 17.553 9.8941 14.835 13.353 14.835 11.624 13.847 13.106 7.6706 10.882 13.847 10.882 8.1647 8.6588 7.9176 28.176 25.212 12.859 25.459 18.541 16.812 23.482 34.106 20.024 21.753 16.071 17.553 22.494 23.482 24.471 22.247 30.4 28.918 21.259 27.929 21.753 22.247 6.6824 4.7059 17.059 16.812 13.6 12.612 10.882 15.576 18.788 13.353 13.847 18.541 21.753 15.082 11.624 13.847 17.059 34.106 25.212 2.9765 1.7412 5.4471 17.8 18.788 14.094 5.2 2.7294
1.9882 7.6706 19.529 23.729 27.929 27.682 36.576 41.024 15.082 6.9294 9.8941 9.8941 15.329 26.941 23.729 15.576 23.729 32.376 38.059 18.788 16.565 18.294 23.976 33.612 7.6706 3.7176 8.6588 16.812 7.4235 14.588 6.1882 6.9294 6.4353 14.835 2.7294 3.2235 5.6941 5.4471 14.588 13.106 15.082 20.765 30.4 32.624 22.741 16.812 11.129 10.141 9.4 26.941 23.976 8.9059 8.4118 13.6 18.047 17.306 37.318 34.106 14.835 18.047 30.647 44.235 28.424 11.129 6.6824 1.7412 20.765 20.518 19.035 9.8941 1 7.4235 14.094 17.8 15.329 7.6706 7.4235 7.1765 5.9412 7.6706 2.9765 4.9529 10.635 7.6706 4.9529 6.9294 5.9412 5.6941 6.9294 8.9059 10.635 11.376 13.106 6.9294 6.6824 6.9294 13.847 23.482 14.835 21.506 17.059 11.129 2.7294 2.4824 1.9882 8.1647 8.1647 1.9882 6.9294 4.7059 9.8941 18.047 19.529 21.753 15.576 14.588 19.035 12.859 5.2 13.353 7.4235 3.4706 11.624 14.835 14.588 12.612 14.835 16.565 19.035 22.494 18.047 17.8 22.247 10.141 15.082 14.835 19.776 12.859 25.706 36.576 23.976 19.035 19.035 9.8941 20.024 24.471 20.024 20.024 19.529 21.012 18.047 21.506 22.741 25.953 21.259 19.282 20.271 22.494 35.835 36.082 26.941 26.447 16.071 7.4235 5.4471 4.9529 8.9059 14.094 12.612 14.835 18.047 14.835 17.8 17.8 15.576 14.835 11.624 22.494 17.059 13.353 12.365 6.1882 6.6824 8.4118 12.118 11.871 13.6 9.6471 7.6706 9.1529 7.9176 8.6588 21.012 17.553 12.859 20.765 21.506 18.047 22 17.553 19.035 19.529 8.1647 6.9294 15.082 21.753 15.576 19.776 24.224 16.318 23.976 19.776 16.071 15.329 10.635 10.882 13.353 14.341 20.024 16.565 6.9294 12.118 16.565 15.576 9.6471 12.365 13.847 15.824 9.8941 9.4 15.329 22.741 22 5.2 2.2353 6.4353 15.329 4.9529 3.2235 2.7294
2.2353 3.4706 19.035 32.624 25.459 16.812 23.976 18.294 17.553 14.341 18.047 14.341 15.082 26.941 24.965 9.6471 19.529 25.706 24.224 21.012 17.8 26.2 16.812 22.494 26.2 12.859 17.059 25.953 16.318 12.118 6.9294 7.4235 29.659 31.882 15.576 15.329 19.035 17.8 10.388 3.9647 5.2 27.188 30.4 35.341 33.365 21.259 16.071 17.306 21.753 10.635 5.4471 23.729 28.176 6.1882 8.1647 12.859 3.7176 18.047 5.4471 8.6588 18.541 24.471 15.082 7.1765 11.129 7.9176 22.988 25.212 41.518 34.353 4.4588 2.7294 29.165 25.706 13.847 12.118 11.624 14.094 13.6 3.2235 5.4471 4.2118 6.1882 5.4471 2.9765 2.2353 4.4588 8.9059 2.7294 7.1765 7.9176 2.2353 8.1647 11.871 10.141 14.341 16.565 22.494 27.188 23.729 21.506 12.859 6.1882 14.094 33.859 13.6 8.6588 7.6706 17.8 20.518 18.788 19.529 11.376 17.8 19.282 22 18.294 9.6471 12.365 11.871 10.635 2.7294 6.1882 8.4118 11.129 8.1647 12.118 27.188 26.941 20.024 23.235 14.835 10.388 10.882 28.671 35.835 36.329 15.082 11.871 18.047 25.212 32.624 22.741 23.976 20.271 23.235 15.082 18.047 24.965 25.212 14.835 12.859 19.035 24.471 35.341 18.294 21.012 29.412 32.376 37.071 26.447 27.682 20.271 12.859 10.882 10.141 11.129 10.635 13.847 15.082 11.376 12.859 17.8 16.812 23.976 24.718 17.306 12.612 14.094 17.8 12.859 6.9294 7.4235 6.9294 8.4118 7.1765 6.6824 5.2 9.8941 15.576 13.847 11.871 29.165 18.541 19.035 33.859 28.671 16.071 19.282 18.294 16.318 13.847 4.4588 6.4353 2.7294 9.8941 23.482 14.094 22.247 21.753 26.2 32.871 21.259 14.094 30.894 19.282 6.4353 15.576 29.659 16.318 8.4118 14.835 7.9176 3.7176 13.847 20.024 13.847 12.365 18.294 19.035 14.094 21.506 28.424 25.706 8.1647 2.2353 3.4706 8.6588 5.9412 3.7176
